source_text,sentenceID,sentence,asih,nyakitang,kaadilan,kacurangan,setya,ngianat,wewenang,ngalawan tatanan,kasucian,kakotoran,kabebasan,panindasan
I Kepuh Mati Baan Drowaka,61, Ada masih ane ngintip nyliksik nyen sujatine malinge ento,0,1,0,0,0,0,0,0,0,0,0,0
Bintang Lara,142,Gelisang satua jani kacerita Ida Anake Agung rauh Ida sagrehan tur uli joh suba ngamunyiang bedil uyut pesan kone munyin bedile len jaran ngrehgeh tan papegatan ring waktu punika.,0,0,0,0,0,0,0,0,0,0,0,1
Bintang Lara,135, Ditu lantas ia keweh pesan,0,0,0,0,0,0,0,0,0,0,0,0
I Sampi masuwitra ajak Goak,21, Magedi cai uling dini I Sampi ngulahin I Goak,0,1,0,0,0,0,0,0,0,0,0,0
Bintang Lara,96, Masaut I Bintang Lara Tusing icang suba panak Meme I Bintang Lara,0,0,0,0,0,0,0,0,0,0,0,0
Pan Angklung Gadang,125, Suba kone pepek pada tragia laut kagibungang banjare pada madaar acepokan,0,0,0,0,0,0,0,0,0,0,0,0
Mén Brayut,23, Men Brayut masih pongah buka tusing nawang lek misbis sesate calon tulang iga ulam engkuk jepit babi,0,0,0,0,0,0,0,1,0,0,0,0
Pan Balang Tamak,29,"Ring wengi punika, Maninne Pan Balang Tamak kaarahin maboros ka gunung",0,0,0,0,0,0,0,0,0,1,0,0
I Lutung Maborbor,28,"Sasampune punika, Yening icang nenten mati cai masih tuun ka semere ene tur matunjel",0,0,1,0,0,0,0,0,0,0,0,0
Pan Poleng,40, Indaange bungkunge ento tekening pandene,0,0,0,0,0,0,0,0,0,0,0,0
Angsa tekén Kerkuak,11, Disubane neked di Tukad Dangin Desa ditu lantas I Kerkuak nolih liu ada be pesu lantas daya corah ne I Kerkuak yen ne dum ajak I Angsa sinah lakar bedik icang maan ngamah krana basang icange cenik jeg liunan I Angsa maan ngamah krana awakne gede liu ngidaang ngamah be,0,0,0,1,0,1,0,1,0,1,0,0
Dadong Jepun,7, Darang nasine pragat suba uyah lengis tekening sambel sera dogen,0,0,0,0,0,0,0,0,0,0,0,0
Ni Bawang lan Ni Kesuna,15,"Satondenne, Krana ngugu munyin Ni Kesuna ditu Ni Bawang lantas tigtiga siama pak yeh anget tur tundena magedi",0,1,0,0,0,0,0,0,0,1,0,1
Sampi Wadak,190, Nah bin mani metengne tyang lakar ngajak mai,0,0,0,0,0,0,0,0,0,0,0,0
I Siput lawan I Kancil,19,"Satondenne, I Siput ngarahang apanga siput-siputemabaris di sisin tlagane yening I Kancil ngaukin I Siput ring desa ento.",0,0,0,1,0,0,0,0,0,0,0,0
I Kasiapa Kepuh,10, Nah cerita mangkin I Rare angon ngungsi bongkol Kasiape Kepuh punika tetujon ipun pacing mesayuban kalapunika dadi tengkejut I Rare angon tur sami ngadek bo bengu sambilange nekep cunguh pelaibnyane bah bangun sambilange ngorahang ne mule tongos ane bengu-bengu mawinan sesukat ento I Rare angon tusing bani buin kema,0,1,1,0,0,0,0,0,0,0,0,0
I Bikul tekén I Semal,38, I Semal girang sajan nepukin susu a tiing buluhe liune tur ngenggalang malaib ngaba susu atiing buluh,0,0,0,0,0,0,0,0,0,0,1,0
I Balu Kawanan tekén I Balu Kanginan,52, Arah to kadong mimpas dogen pajalane,0,0,0,0,0,0,0,0,0,0,0,0
Ayam Ijo Sambu,29, kacerita mangkin ayam idane sampun polih saih tanding,0,0,0,0,0,0,0,0,0,0,0,0
Pedanda Baka,25, Ring raina sane sampun kajantenang rauh reka sang cangak ka tlagane punika,0,0,0,0,0,0,0,0,0,0,0,0
I Belog Dadi Mantu,10,Buin lantas I Belog masuara Wih Kita Damuh sing dadi ngaba damar yening lakar nyembah Ida Betara Sawireh Manira maraga piningit tan arsa galang-galang paling melah enggjalang ngae sodan rayunan ring desa ento.,0,0,0,1,0,0,0,1,0,0,0,0
Ni Diah Tantri,31, Irika raris Ni Diah Tantri ngandikayang parekan mamecikang damar,0,0,0,0,0,0,0,0,0,0,0,0
Ni Daha Tua,78, Taler sausan mabebaosan sada bangras kadi punika kocap malih anake jada punika ical tan pawekas,0,0,0,0,0,0,0,0,0,0,0,0
Pan Angklung Gadang,40, Naur nika Sret ngembud satakan laut mayah,0,0,0,0,0,0,0,0,0,0,0,0
I Cita Maprekara,30, Buin kejepne teka lantas ia I Kedis Crukcuk kene pesautne Yen buka keto icang patuh masi menehang I Macan,0,0,0,0,0,0,0,0,0,0,0,0
I Balu Kawanan tekén I Balu Kanginan,18, Aa Luh nang jemak jep tungked Beline lakar tungkedang mulih jani keto raosne I Balu Kawanan,0,0,0,0,0,0,0,0,0,0,0,0
Macan tekén méng,27, Nanging I Meng tusing pesan nyak ngajahin I Macan,0,1,0,0,0,0,0,0,0,0,0,0
Dadong Jepun,104, Ida Sang Raja lantas ngandika,0,0,0,0,0,0,0,0,0,0,0,0
Pamuteran Gunung Mandara,13,"Lantas, Mangda Mandara Girine nenten ngamenekang Sanghiang Basuki nglilit bangkiang gununge pinaka tali",0,0,0,0,0,0,0,0,1,0,0,0
Ekalawya,10, Arjuna Jero anak lanang polih manggehin jatma sane manah asu titiange Ekalawya Jero niki sapasira Arjuna Titiang Arjuna saking Pandawa,0,0,0,0,0,0,0,0,0,0,0,0
Lutung tekén Kakua memaling Isén,13, I Kekua nyelihsih pesu lantas ngancing krangkenge,0,0,0,1,0,0,0,0,0,0,0,0
Ayam Sangkur,6, Rauh ipun ring pabianne tan wenten banteng ipun panggiha,0,1,0,0,0,0,0,0,0,0,0,0
I Tuma tekén I Titih,26, Ditu ida ngandikang parekanne ngeliin I Titih,0,0,0,0,0,0,1,0,0,0,0,0
Sang Rama Ngemit Tapasui,28, Usan punika malih Ida Sang Rama Sang Laksmana miwah Ida Dewi Sita masusupan ring alas wayah,0,0,0,0,0,0,0,0,0,0,0,0
Dadong Jepun,35,"Sasampune punika, Suud keto anak luh jegeg ilang dadi kakupu putih makeber ngiterin Dadong Jepun",0,0,0,0,0,0,0,0,1,0,0,0
Pan Angklung Gadang,28, Pan Angklung Gadang masih bareng nglesitang kamben nyongkok duur batune di luanan Ida Anake Agung tur ia maseden mligedan mesuang bacin,0,0,0,0,0,0,0,0,0,1,0,0
Maya Danawa,5, Makasami panjaknyane kanikain nenten dados nglaksanayang sembah bakti ring Ida Sang Hyang Widhi Wasa,0,0,0,0,0,0,0,1,0,0,0,0
I Kepuh Mati Baan Drowaka,1,Kacarita di tengah tegale linggah ada punyan kepuh gede tur tegeh,0,0,0,0,0,0,0,0,0,0,0,0
Sang Aji Dharma,22, Ditu lantas metu rebat Sang Prabu sareng rabinne kantos mapikayun jagi seda ulahpati,0,1,0,0,0,0,0,1,0,1,0,0
Pan Angklung Gadang,79, dulurin tonden maan meju Nah suba kone makelo I Wayan Sebetan negak ditu mablanja jani lakar mayah lantas penekanga cicingne di balene,0,0,0,0,0,0,0,0,0,0,0,0
Belibis Putih,68,"Ring semeng punika, Maka dadua sedekan merebut rabi sakadi punika kahanane.",0,0,0,0,0,0,0,1,0,1,0,0
Galuh Pitu,19, Sesampun di pameramane raden galuh nguningin rakane,0,0,0,0,0,0,0,0,0,0,0,0
Ni Dukun Sakti,36, Nuju Ida Raden Galuh ngraja Ida Raden Mantri nikaanga mamanting wastra muah sinjang ditu lantas kelingan antuk tugelan wastranidane reh jelap ento sinjangang ida duk ento teken Raden Galuh,0,0,0,0,0,0,0,0,0,0,0,0
Jayaprana lan Layonsari,9, Sadurungnyane I Jayaprana nenten kayun mawina merasa teken ragannyane kari alit,0,0,0,0,0,0,0,0,0,0,0,0
Ni Dukun Sakti,24, Raden Mantri kaput padi muah akah nyuh,0,0,0,0,0,0,0,0,0,0,0,0
Pan Angklung Gadang,121, Buin Pan Angklung Gadang nuduk tungkedne,0,0,0,0,0,0,0,0,0,0,0,0
I Lelipi tekén Sang Garuda,20, Masaur Ida Batara Wisnu maduluran samita manis Uduh Dewa Sang Garuda yen ento tagih Idewa tekening Nira ento anak elah pesan nanging ada pinaka bantang pasemaya Yen pet sida baan Nira ngemaang Idewa amerta Dewa nyak makantian ngajak Nira,0,0,0,0,0,0,1,0,0,0,0,0
Sang Lanjana,7,"Satondenne, Tusing ada ane bani paek baan takutne",0,0,0,0,0,0,0,0,0,1,0,0
Sampi Wadak,151,"Ring semeng punika, Nggih kwala jani Raden Galuh anak nu alit tyang ngubuin malu",0,0,0,0,0,1,0,0,0,1,0,0
Maya Danawa,21,"Satondenne, Sakewala sengkala nibenin panjake nginum toya ane suba kaisinin cetik ban I Kala Wong",0,0,0,1,0,0,0,1,0,0,0,1
I Balu Kawanan tekén I Balu Kanginan,30, Nyanan petengne lantas bakat tetehina teken celenge siape ento kanti mati,0,0,0,0,0,0,0,0,0,0,0,1
I Baluan,5, Kacerita di jalan raris kacunduk ipun ring I Blatuk tur ngomong kene Ih ne sedeng melaha cai tepukin icang dini,0,0,0,0,0,0,0,0,0,0,0,0
I Jaran Nayanin Macan,27, Ditu I Jaran sahasa ngajet tendas I Macane kanti ia ketes glalang gliling kalenger makelo tusing maklisik-klisikan,0,0,0,0,0,0,0,0,0,0,0,1
I Langgana,48,sampun kone ngancan tumbuh tur tengeh-tegeh tetandurane ditu I Langgana ngancan lega kenehne marasa teken kenyelne numbeg jagi mapikolih,0,0,1,0,0,0,0,0,0,0,1,0
Pamuteran Gunung Mandara,12, Sanghiang Indra malinggih ring muncuknyane pinaka paneteh,0,0,0,0,0,0,0,0,1,0,0,0
Dadong Jepun,36, Tusing kerasa galahe majalan saget suba semengan,0,0,0,0,0,0,0,0,0,0,0,0
I Langgana,45, Nimbal Pan Cening ke ne Nah da suba ento sangetanga jani paling melah aliang bibit kacang tabia miwah tomat tanah ane tumbeg langgana ento Tanemin lantasan bibite ento Ubuhin tur piara ia kanti gede tur pada mabuah disubane keto mara men adep ka peken to lantas angon pangupa diri,1,0,0,0,0,0,0,0,0,0,0,0
I Lelipi tekén Sang Garuda,26, Nah jani suba kone suud Sang Winata dadi pangempun para nagane uli dugas ento lantas Sang Garuda dadi palinggihan Ida batara Wisnu,0,0,0,0,1,0,0,0,0,0,0,0
I Wingsata tekén I Sigara,18,"Ring semeng punika, Yen sing maan tuak sing nyak jaen daar nasine",0,0,0,0,0,0,0,1,0,0,0,0
Bojog Jegég,12,"Ring wengi punika, Apa kal tunas Murdani Nyai suba makelo ngelarang tapa semadhi ring desa ento.",0,0,0,0,0,0,0,0,1,0,0,0
I Kidang,30,"Sasampune punika, Sing bani masiat mendep suba eda Cai bani nungkasin isin keneh icange Keto I Bojog ngraos saking pidabdabane.",0,0,0,0,0,0,0,0,0,0,1,0
Sampi Wadak,83, Nu joh I sampi suba nota teken I Lutung sepi lantas gagendingane I Lutung,0,0,0,0,0,0,0,0,0,0,0,0
I Cicing Gudig,17, Ida Betari Durga lugra,0,0,0,0,0,0,0,0,0,0,1,0
Siap Sangkur Metaluh Mas,119, Makejang siapne suba tuun,0,0,0,0,0,0,0,0,0,0,0,0
I Balu Kawanan tekén I Balu Kanginan,28,"Sasampune punika, Beli Wayan tetanin Beline suba telah amaha teken siape keto I Balu Kanginan Nah amaha ya teken siape jani siap ya gelahang beli keto I Balu Kawanan ring waktu punika.",0,0,1,0,0,0,0,0,0,0,0,0
Kambing Takutin Macan,31, Kantetang ikuhe,0,0,0,0,0,0,0,0,0,0,0,0
I Cicing Gudig,5, Ada kone anak madaar di dagang nasine ento kone nengnenga menek tuunanga dogen,0,0,0,0,0,0,0,0,0,0,0,0
I Donglen teken Luh Arum,51, Nah icang ja nutugang kema cai nongosin kedis icange sandera ban goake nyen,1,0,0,0,0,0,0,0,0,0,0,0
I Langgana,51, Sawireh suba pada mabuah tetandurane saja lkantas adepa sabilang semengan ka peken,0,0,0,0,0,0,0,0,0,0,1,0
Bintang Lara,58,"Satondenne, Disubane bakatanga bajune lantas melahanga pesan ngengkebang",0,0,0,1,0,0,0,0,0,1,0,0
I Empas tekén I Asu,6, Sane lua mawasta Ni Cenkrenggi sane muani I Cengkrengga,0,0,0,0,0,0,0,0,0,0,0,0
I Tuma tekén I Titih,17, Keto pamunyinne I Tuma teken I Titih,0,0,0,0,0,0,0,0,0,0,0,0
I Kidang,9, Kacerita I Macan Poleng ngalih tetedan mailehan,0,0,0,0,1,0,0,0,0,0,0,0
Nang Cubling,5, I Bojog lantas magedi,0,0,0,0,0,0,0,0,0,0,0,0
Katuturan Gajah ané Nyapa Kadi Aku,2, Ipun nyapa kadi aku antuk kakerenganipun mawanan ipun tan pakakering,0,0,0,0,0,0,0,0,0,0,0,0
I Kepuh Mati Baan Drowaka,42,"Ring wengi punika, Ditu lantas kaserahang taluh I Goake makejang",0,0,0,0,0,1,0,0,0,0,0,0
Sang Rama Ngemit Tapasui,14, Tan asue kapanggih pasraman asri gumanti patapan sang yogi sidi mapesengan Bagawan Sarabangga,0,0,0,0,0,0,0,0,0,0,0,0
Sang Nandaka muah Prabu Singa Kapisuna,34,Nah tangarin pesan pisunane krana pisunane manganan teken pedang sida nguugang pasawitran kulawarga banjar muah desa ring desa ento.,0,1,0,0,0,1,0,0,0,1,0,1
Ayam Ijo Sambu,12,"Ring semeng punika, Rauh ring alase wenten bukit alit i rika ida nangun kerti mangastawa ring Ida Betara",0,0,0,0,0,0,0,0,1,0,0,0
I Belog Dadi Mantu,8, Yen Awake meled enggal sugih eda Benya jejeh mayadnya Jani enggalang maturan Soda Rayunan tegep misi be siap panggang aukud Yen sing sida ngaturang lakar duka Ida Betara sinah Iba lakar kapongor,0,1,0,1,0,0,0,0,0,0,0,0
Belibis Putih,87,"Ring semeng punika, Laut kasengsengin tur katunjel di apine gede",0,0,1,0,0,0,0,0,0,0,0,0
I Kasiapa Kepuh,25, Buina sing nyandang cai masuwitra ngajak I Goak sawireh I buron nista joh tanding ajak awake,0,0,0,0,0,0,0,0,0,0,0,1
Lutung tekén Kancil,43, I Lutung lantas ngomong,0,0,0,0,0,0,0,0,0,0,0,0
I Kidang,30, Sing bani masiat mendep suba eda Cai bani nungkasin isin keneh icange Keto I Bojog ngraos,0,0,0,0,0,0,0,0,0,0,1,0
Pan Tuung Kuning tekén Mén Tuung Kuning,33, Nget cingakin Ida okane nangis sambilanga magendingan,0,1,0,0,0,0,0,0,0,0,0,0
I Lutung Nayanin Pekak Dukuh,37, Lantas bor-bora eduke ento ban I Pekak Dukuh,0,0,0,0,0,0,0,0,0,0,0,0
I Belog Magandong,39,Uli duur punyan jakanne Pan Sari ngrengkeng Pantes madak ja pang bangka polon Ibanne upah demen melog-melog anak tua sakadi punika kahanane.,0,0,0,0,0,1,0,0,0,0,0,1
Bojog Jegég,26, Sasubane neked di danune mirah delimane suud masunar,0,0,0,0,0,0,0,0,0,0,0,0
Dadong Jepun,62, Ngenggalang ia malaib malasang,0,0,0,0,0,0,0,0,0,0,0,0
I Donglen teken Luh Arum,78, I Donglen masangke gelem atinne won awakne sakit tur dingin buina Ia tusing bani teken damar tundene ngendiang damare ngaba pesuan,0,0,0,1,0,0,0,0,0,0,0,0
I Donglen teken Luh Arum,109, Ia mara maan anak luh jegeg nanging ngebang gobanne jele lantas ketara lantas tundunga ban ane luh ento krana Ia ngalas,0,1,0,0,0,0,0,0,0,0,0,0
Bintang Lara,79, Ditu lantas Ni Cili ngalih I Bintang Lara teken Ni Supraba Enggang batu masepak Enggang lantas batu masepake pesu lantas sang kalih,0,0,0,0,0,0,0,0,0,0,0,0
Bé Bano,34, Sawireh suba kenyel mailehan nyilih payuk tusing mapikolih be banone buin kagantung di apit-apite kalahina ka umah meten tur malingkuh sirep masaput tebel sada gruguh-gruguh,0,0,0,0,0,0,0,0,0,0,0,0
Jero Dalang,4, Kabaos punika pianak Ni Penek sane padem matuuh bawu roras rahina,0,1,0,0,0,0,0,0,0,0,0,0
Sang Aji Dharma,26, Malih rabinne nimbal Tiang sing percaya nak ngudiang beli tomben ngedekin cekcek Lamun Bli sing nyak nuturangae sujati banggiang tiang lakar mati,0,1,0,0,0,0,0,1,0,0,0,0
Galuh Pitu,16, Cingakine biangne nglaklak,0,0,0,0,0,0,0,0,0,0,0,0
Timun Mas,42, Kadena saja memenne teka,0,0,0,0,0,0,0,0,0,0,0,0
Beras Kuning,48, Cicit padine ane mawarna putih madan ketan,0,0,0,0,0,0,0,0,0,0,0,0
I Alu tekén I Kedis Puuh,35, Dapetanga jani di sisin gooke ada laad enjekan alu gede ngliwat,0,0,0,0,0,0,0,0,0,0,0,0
Jayaprana lan Layonsari,3, Sane nyeneng wantah asiki inggih punika putrannyane sane paling alit sane mawasta I Jayaprana,0,0,0,0,0,0,0,0,0,0,0,0
I Lengar,39, Ih anak truna icang ngisinin keneh caine sakewala ada pangidihan icange,0,0,0,0,0,0,1,0,0,0,0,0
I Baluan,62, I Sampi madingehang ento laut ia matakon ban apa ke mirib Baduda Dadi icang kadauhin Masaut I Beduda buat ento da pesan cai nyebetang wireh icang tusing pesan nawang melahan ditu tunasang ring Ida Anake Agung Keto pabesen I Bedudane ane katekedang tekening I Sampi,0,0,0,0,1,0,1,0,0,0,0,0
Mén Sugih tekén Mén Tiwas,14, Nasine ane makire lebeng ento laut juanga konyang ka pancine abana mulih baan Men Sugih,0,1,0,0,0,0,0,0,0,1,0,1
I Mencéng Ajak I Polos,26,Da suba ajaka bli ka dokter keto munyine I Menceng ring desa ento.,0,0,0,0,0,0,0,1,0,0,0,0
I Donglen teken Luh Arum,61,Tekad di carikne tepukina anak matekap di umane bagus gobanne kadena tuah ento gagelanne sakadi punika kahanane.,0,0,0,1,0,0,0,0,0,0,0,0
Galuh Pitu,40, Kacerita lantas Raden Galuh Pitu kampih di sisin tukade ane bet bek misi bun galing-galing,0,0,0,0,0,0,0,0,0,0,0,0
Siap Selem,4, Sedek dina anu ri tatkala I Siap Selem teken panak-panakne ngalih amah dauh pangkunge lantas langite megerudug nyihnayang lakar ujan,0,0,0,0,0,0,0,0,0,0,0,0
Rsi Srengga,1,Kacerita ditu di dajan tukad Ganggane ada panagara ageng tur kabinawa kadi Taman Indra Buana di mercapada madan Jagat Kosala,0,0,0,0,0,0,0,0,0,0,0,0
Anak Ririh,16, Nangingke ia ngalih daya apanga gegaene aluhan,0,0,0,1,0,1,0,1,0,1,0,0
I Baluan,1,Ada kone tuturan satua I Baluan,0,0,0,0,0,0,0,0,0,0,0,0
Sampik Ingtai,4, Raris Nyonyah Ingtai memargi saha nyineb raga mabusana utawi mapayas sakadi anak lanang,0,0,0,1,0,0,0,0,0,0,0,0
Pan Angklung Gadang,63, Dadiannya dot I Wayan Sebetan teken kulukne ento laut kadesekin Pan Angklung Gadang,0,0,0,0,0,0,0,0,0,0,0,0
Pedanda Baka,3, Telaga punika makanten asri pisan magenah ring madianing wana,0,0,0,0,0,0,0,0,0,0,0,0
Bé Bano,55, Buin I Nyoman Jater ngsinin kuah,0,0,0,0,0,0,0,0,0,0,0,0
I Celempung,42, Yan saja buka munyin caine icang ngemang cai nganggeh papeson di banjar,0,0,0,0,0,0,0,0,0,0,0,0
Sang Lanjana,15, Ne suba ane madan Sang Muun,0,0,0,0,0,0,0,0,0,0,0,0
I Ubuh,68, Nyen je ngelah jimat buka keto lakar nepukin sadia,0,0,0,0,0,0,0,0,0,0,1,0
I Tuma tekén I Titih,22, Ngomong I Tuma Ih Tittih eda malu ngutgut ida anake agung,0,0,0,0,0,0,1,0,0,0,0,0
I Belog Kadéna Jaruh,111, Jeg prajani I Belog ngraos Luh suud malu monto nunun bli seduk gati,1,0,0,0,0,0,0,0,0,0,0,0
I Sampi masuwitra ajak Goak,51, Ia mineh-minehang utsaha apang nyidang nulungin I Sampi,1,0,0,0,0,0,0,0,0,0,0,0
Lutung dadi Pecalang,38, I Singa ngamuk lautnyarap I Lelasan saget mekelid tendasne ngigel ikutne kutal-kutil,0,0,0,0,0,0,0,0,0,0,0,1
Galuh Pitu,18,Nah cening kewala da oranga teken rakan ceninge sakadi punika kahanane.,0,0,0,1,0,0,0,0,0,0,0,0
I Cita Maprekara,44, Ditu I Cita ngenggalang ngalain I Macan,0,0,0,0,0,0,0,0,0,0,0,0
I Kepuh Mati Baan Drowaka,26, Makelo-kelo seger I Kepuh,0,0,0,0,0,0,0,0,0,0,1,0
I Kerug,60, Suba makelo ngelah utang dini ditu teken pisagane sakewala engsap baana mayah ulihan ngenehang tajen dogen,0,0,0,0,0,0,0,1,0,0,0,0
I Langgana,48, Suba kone ngancan tumbuh tur tengeh-tegeh tetandurane ditu I Langgana ngancan lega kenehne marasa teken kenyelne numbeg lakar mapikolih,0,0,1,0,0,0,0,0,0,0,1,0
I Kidang,79, Cendek satua I Macan anyud tur mati dadi pekelem di tukade,0,1,0,0,0,0,0,0,0,0,0,0
Jero Ketut,48, Ida Sang Prabu kagiat santukan nyuryanin I Geruda liglig tan pabulu,0,0,0,0,0,0,0,0,0,0,0,0
Bé Bano,69, Lantas maklieng kone Nyoman Jater kanggoanga uyah lengis dogen daaranga nasi,0,1,0,0,0,0,0,0,0,0,0,0
Bintang Lara,65, Tur raris katurang sibuh mase teken jaum mase,0,0,0,0,0,0,0,0,0,0,0,0
Pan Angklung Gadang,131, Tan critanan gelising satua suba kone jani gegaenne I Giur,0,0,0,0,0,0,0,0,0,0,0,0
Mén Sugih tekén Mén Tiwas,44, Teked di pangkunge mara Men Sugih lebanga awakne telah babak belur tur pingsan,0,1,0,0,0,0,0,0,0,0,0,0
I Lutung Nayanin Pekak Dukuh,14, enggal lantas Pekak Dukuh ngae basa ada basa rajang basa kesuba cekuh muah basa ane lenan,0,0,0,0,0,0,0,0,0,0,0,0
I Wingsata tekén I Sigara,62, Punduhanga lantas udange tur umbaha laut wadahanga emblong abana ka peken lakar adepa,0,0,0,0,0,0,1,0,0,0,0,0
I Cita Maprekara,46, Icang lakar magedi malu sawireh Cai tusing bisa ngalap tresnan anak,0,0,0,0,0,1,0,0,0,0,0,0
I Lengar,9, Ia lantas maekin I Mandala tumuli ngraosang anake daa lakar anggona kurenan,0,0,0,0,0,0,0,0,0,0,0,0
I Kékér Tekén I Lutung,65, Ngidih olas alih kai mai Keker Kai ngidih pelih pang sanget ajak kai mulih Keker Kai tusing bani dini padidian Tulung,0,1,0,0,0,0,0,0,0,0,0,0
Dadong Jepun,73, Apang ada dogen gae masaut muani buin besikan,0,0,0,0,0,0,0,0,0,0,0,0
I Balu Kawanan tekén I Balu Kanginan,23, Buin manine buin I Balu Kawanan kema,0,0,0,0,0,0,0,0,0,0,0,0
Pan Angklung Gadang,85, Kanti keles baana nyanggem jit cicingne lantas telah tainne katos dadi tai missing makecret bek tangkahne muah kambenne I Wayan Sebetan maguegue kena tain cicing mising bonnyane mayuryuran ngebekin warung kanti onya rarud anake mablanja ditu kayang dagang masih uyut makwewengan tuara kodag ngadek bonne pengit marungan,0,0,0,0,0,0,0,0,0,0,0,0
Sampik Ingtai,7, Kacritayang sane mangkin sang kalih sampun rauh ring Angciu Negari raris nyujur genah sekolahe gelisang ceritane mangkin sang kalih sampun katerima dados sisya irika,0,0,0,0,0,0,0,0,0,0,0,0
Lutung tekén Kambing,7, I Kambing manggutan sarwi ngomong Nah wake ane nyadia nginutin munyin ibane,0,0,0,0,1,0,0,0,0,0,0,0
I Siput lawan I Kancil,18, Pulpulina makejang siput-siput uling alase,0,0,0,0,0,0,0,0,0,0,0,0
Sampi Wadak,22, Tangis Raden Galuhe dingeha kone teken I Sampi Wadak,0,0,0,0,0,0,0,0,0,0,0,0
Dadong Jepun,94, Dadong keto masih krama desa ajak makejang,0,0,0,0,0,0,0,0,0,0,0,0
Semut perang tanding,30, Sing makelone timpal-timpalne mapitulung ento makada siate rame sajan tan bina perang di Kurusetra,0,0,0,0,1,0,0,0,0,0,0,1
Lutung tekén Kambing,11,ceritayang jani sampun mentik melah kacange sabilang medon amaha baan I Kambing Bah yen kene undukne pocol makaronan ngajak I Kambing Buin pidan kacange jagi mabuah Makejang done liglig amah kambing,0,0,0,0,0,1,0,1,0,0,0,0
I Belog,17, Lantas bebeke tusing ejuka tur kalahina mulih,0,0,0,0,0,0,0,1,0,0,0,0
I Ubuh,35, Suba nyaluk sanja lantas ia negen bubu tur natad madik ka tukade,0,0,0,0,0,0,1,0,0,0,0,0
I Kepuh Mati Baan Drowaka,41,"Satondenne, saja adanan masawitra ngajak I Lelipi Raja",0,0,0,0,0,1,0,0,0,0,0,0
I Gedé Basur,5, Di Banjar Sari ada Jero Bendesa ngelah pianak dadua ane kelihan madan Ni Sukesti ane cerikan I Rijasa,0,0,0,0,0,0,0,0,0,0,0,0
I Lengar,16, Cai lakar antenang icang ngajak pianak icange Ni Luh Layang,1,0,0,0,0,0,0,0,0,0,0,0
Tukang pancing,16, Nyumingkinang ngedegang dogen kenehne I Aget,0,1,0,0,0,0,0,0,0,0,0,0
Pedanda Baka,10, Kapatut bapa ngelarang ajahan dharma using buin nglaksanayang himsa karma,1,0,0,0,0,0,0,0,0,0,0,0
Bé Bano,115, Tendas celenge blulanganga isin-isine pulanga ka payuke,0,0,0,0,0,0,0,0,0,0,0,0
I Siput lawan I Kancil,5, Di alase ento masi ada buron sane matungkalikan bikasne ajak I Kancil,0,0,0,0,0,0,0,0,0,0,0,0
I Tuma tekén I Titih,6, Sinah jerone kapepekan ajeng-ajengan,0,0,0,0,0,0,0,0,0,0,0,0
Belibis Putih,68, Maka dadua sedekan merebut rabi,0,0,0,0,0,0,0,1,0,1,0,0
Beras Kuning,40, Apang cening nawang meme bakal mapaica bibit padi caturwarna teken cening,1,0,0,0,0,0,0,0,1,0,0,0
Ni Diah Tantri,33, i panyeroan matur tan wenten uning nyatua sakewanten ipun demen miragiang,0,0,0,0,0,0,0,0,0,0,1,0
Bhagawan Domia,45,Sawireh tan sida antuk Ida Sang Utamaniu naanang seduk metu kayunnyane ngajeng getah don madori ring genah punika.,0,0,0,1,0,1,0,1,0,0,0,0
Belibis Putih,42, Jani malinge suba mati,0,1,1,0,0,0,0,0,0,0,0,0
Semut perang tanding,15, Cangkah cumangkah sajan cai mapeta,0,0,0,0,0,0,0,0,0,0,0,0
I Sangging Lobangkara,31,Kacarita jani Sangging Lobangkara kanti neked di suargan saking pidabdabane.,0,0,0,0,0,0,0,0,1,0,0,0
Pan Jempenit tekén Mén Jempenit,57, Ditu lantas Men Jempenit jejeh gati kenehne takut lakar welanga ban ane muani,0,0,0,0,0,0,0,0,0,0,0,0
I Belog Magandong,26, Kacarita suba pragat paitungane bakal ngajak I Belog ka alase ngalih duk,0,0,0,0,0,0,0,0,0,0,0,0
Pan Tuung Kuning tekén Mén Tuung Kuning,9, Dadi kena jeet kone lantas I Bikul,0,0,0,0,0,0,0,0,0,0,0,0
